,Model,barred spiral galaxies - f1-score,barred spiral galaxies - precision,barred spiral galaxies - recall,barred spiral galaxies - support,cigar shaped smooth galaxies - f1-score,cigar shaped smooth galaxies - precision,cigar shaped smooth galaxies - recall,cigar shaped smooth galaxies - support,disturbed galaxies - f1-score,disturbed galaxies - precision,disturbed galaxies - recall,disturbed galaxies - support,edge-on galaxies with bulge - f1-score,edge-on galaxies with bulge - precision,edge-on galaxies with bulge - recall,edge-on galaxies with bulge - support,edge-on galaxies without bulge - f1-score,edge-on galaxies without bulge - precision,edge-on galaxies without bulge - recall,edge-on galaxies without bulge - support,in-between round smooth galaxies - f1-score,in-between round smooth galaxies - precision,in-between round smooth galaxies - recall,in-between round smooth galaxies - support,merging galaxies - f1-score,merging galaxies - precision,merging galaxies - recall,merging galaxies - support,round smooth galaxies - f1-score,round smooth galaxies - precision,round smooth galaxies - recall,round smooth galaxies - support,unbarred loose spiral galaxies - f1-score,unbarred loose spiral galaxies - precision,unbarred loose spiral galaxies - recall,unbarred loose spiral galaxies - support,unbarred tight spiral galaxies - f1-score,unbarred tight spiral galaxies - precision,unbarred tight spiral galaxies - recall,unbarred tight spiral galaxies - support,macro avg - f1-score,macro avg - precision,macro avg - recall,macro avg - support,weighted avg - f1-score,weighted avg - precision,weighted avg - recall,weighted avg - support,Accuracy
10,WRN16d1d1d1,0.08695652173913043,0.18867924528301888,0.05649717514124294,354,0.0,0.0,0.0,354,0.0,0.0,0.0,354,0.09068010075566751,0.4186046511627907,0.05084745762711865,354,0.32505643340857787,0.8089887640449438,0.2033898305084746,354,0.0,0.0,0.0,354,0.26278069756330624,0.15813686026451984,0.7768361581920904,354,0.2207792207792208,0.4722222222222222,0.1440677966101695,354,0.005633802816901409,1.0,0.002824858757062147,354,0.290929203539823,0.18088033012379642,0.7429378531073446,354,0.1282815980602627,0.3227512073101292,0.1977401129943503,3540,0.1282815980602627,0.3227512073101292,0.1977401129943503,3540,0.1977401129943503
11,WRN16d8d4d1,0.15347721822541965,0.5079365079365079,0.0903954802259887,354,0.0,0.0,0.0,354,0.01084010840108401,0.13333333333333333,0.005649717514124294,354,0.5269461077844311,0.8979591836734694,0.3728813559322034,354,0.4282655246252677,0.8849557522123894,0.2824858757062147,354,0.22790697674418606,0.6447368421052632,0.1384180790960452,354,0.4812967581047382,0.43080357142857145,0.5451977401129944,354,0.36623553437712736,0.24125560538116592,0.7598870056497176,354,0.04812834224598931,0.45,0.025423728813559324,354,0.30152872957301,0.18535320803629293,0.807909604519774,354,0.2544625300081253,0.43763340041069937,0.3028248587570621,3540,0.25446253000812535,0.43763340041069937,0.30282485875706217,3540,0.30282485875706217
12,WRN16d8d4d4,0.24107142857142858,0.574468085106383,0.15254237288135594,354,0.27962085308056867,0.8676470588235294,0.16666666666666666,354,0.26003210272873195,0.18161434977578475,0.4576271186440678,354,0.34942528735632183,0.9382716049382716,0.21468926553672316,354,0.5481239804241436,0.3853211009174312,0.9491525423728814,354,0.2917647058823529,0.8732394366197183,0.1751412429378531,354,0.6384364820846905,0.7538461538461538,0.5536723163841808,354,0.6894502228826151,0.7272727272727273,0.655367231638418,354,0.3989021043000915,0.29499323410013534,0.615819209039548,354,0.27710843373493976,0.4791666666666667,0.19491525423728814,354,0.3973935601045885,0.6075840418066801,0.41355932203389834,3540,0.3973935601045885,0.6075840418066802,0.4135593220338983,3540,0.4135593220338983
13,WRN28_10_c8c4c1,0.2076271186440678,0.4152542372881356,0.1384180790960452,354,0.0,0.0,0.0,354,0.0,0.0,0.0,354,0.499437570303712,0.41495327102803736,0.6271186440677966,354,0.21411192214111924,0.7719298245614035,0.12429378531073447,354,0.2038834951456311,0.7241379310344828,0.11864406779661017,354,0.41275797373358347,0.3089887640449438,0.6214689265536724,354,0.28772547294324674,0.17040125065138093,0.923728813559322,354,0.0,0.0,0.0,354,0.19433198380566805,0.34285714285714286,0.13559322033898305,354,0.20198755367170285,0.31485224214655266,0.2689265536723164,3540,0.20198755367170285,0.3148522421465527,0.2689265536723164,3540,0.2689265536723164
14,WRN28_10_d1d1d1,0.02320185614849188,0.06493506493506493,0.014124293785310734,354,0.0,0.0,0.0,354,0.0,0.0,0.0,354,0.0,0.0,0.0,354,0.0,0.0,0.0,354,0.0,0.0,0.0,354,0.20622568093385216,0.33125,0.1497175141242938,354,0.0,0.0,0.0,354,0.0,0.0,0.0,354,0.18594476346732294,0.10293672419013018,0.96045197740113,354,0.0415372300549667,0.04991217891251951,0.11242937853107345,3540,0.04153723005496669,0.04991217891251951,0.11242937853107345,3540,0.11242937853107345
15,WRN28_10_d8d4d1,0.27655310621242485,0.47586206896551725,0.19491525423728814,354,0.3103448275862069,0.39823008849557523,0.2542372881355932,354,0.2819332566168009,0.17702312138728324,0.692090395480226,354,0.5963855421686747,0.6387096774193548,0.559322033898305,354,0.678617157490397,0.6206088992974239,0.748587570621469,354,0.22843822843822845,0.6533333333333333,0.1384180790960452,354,0.6056572379367721,0.7368421052631579,0.5141242937853108,354,0.3999999999999999,0.4765625,0.3446327683615819,354,0.31152647975077885,0.3472222222222222,0.2824858757062147,354,0.35447761194029853,0.521978021978022,0.268361581920904,354,0.40439334481405825,0.5046372038361889,0.3997175141242938,3540,0.40439334481405825,0.5046372038361889,0.3997175141242938,3540,0.3997175141242938
16,WRN28_7_d8d4d1,0.1108179419525066,0.84,0.059322033898305086,354,0.011235955056179775,1.0,0.005649717514124294,354,0.15576923076923077,0.11807580174927114,0.2288135593220339,354,0.5153846153846154,0.8072289156626506,0.3785310734463277,354,0.6446991404011461,0.6540697674418605,0.635593220338983,354,0.0,0.0,0.0,354,0.4565656565656566,0.8014184397163121,0.3192090395480226,354,0.2995744680851064,0.17635270541082165,0.9943502824858758,354,0.1119221411192214,0.40350877192982454,0.06497175141242938,354,0.2473794549266247,0.4796747967479675,0.16666666666666666,354,0.25533486042602876,0.5280329198658709,0.28531073446327687,3540,0.2553348604260288,0.5280329198658709,0.2853107344632768,3540,0.2853107344632768
17,WRN50_2,0.1823394495412844,0.11438848920863309,0.4491525423728814,354,0.0,0.0,0.0,354,0.0,0.0,0.0,354,0.0,0.0,0.0,354,0.0,0.0,0.0,354,0.0,0.0,0.0,354,0.22384428223844283,0.19658119658119658,0.2598870056497175,354,0.0,0.0,0.0,354,0.0,0.0,0.0,354,0.16805896805896808,0.10172516359309934,0.4830508474576271,354,0.057424269983869534,0.0412694849382929,0.1192090395480226,3540,0.057424269983869534,0.041269484938292904,0.1192090395480226,3540,0.1192090395480226
18,c1resnet18,0.05714285714285714,0.3548387096774194,0.031073446327683617,354,0.0,0.0,0.0,354,0.005555555555555556,0.16666666666666666,0.002824858757062147,354,0.30000000000000004,0.7674418604651163,0.1864406779661017,354,0.39574468085106385,0.8017241379310345,0.2627118644067797,354,0.0,0.0,0.0,354,0.3035714285714286,0.23394495412844038,0.4322033898305085,354,0.13054830287206268,0.8620689655172413,0.07062146892655367,354,0.05459057071960297,0.22448979591836735,0.031073446327683617,354,0.22579541566883338,0.12845465161541456,0.9322033898305084,354,0.14729488113814043,0.35396297419197004,0.19491525423728812,3540,0.1472948811381404,0.3539629741919701,0.19491525423728814,3540,0.19491525423728814
19,c2resnet50,0.1525581395348837,0.11373092926490985,0.23163841807909605,354,0.0,0.0,0.0,354,0.0,0.0,0.0,354,0.36823104693140796,0.51,0.288135593220339,354,0.34108527131782945,0.5432098765432098,0.24858757062146894,354,0.0,0.0,0.0,354,0.3924731182795699,0.37435897435897436,0.4124293785310734,354,0.0,0.0,0.0,354,0.16123499142367068,0.2052401746724891,0.1327683615819209,354,0.23813868613138683,0.14200217627856365,0.7372881355932204,354,0.16537212536187487,0.18885421311181466,0.20508474576271185,3540,0.16537212536187487,0.18885421311181466,0.20508474576271185,3540,0.20508474576271185
20,c4resnet18,0.2222222222222222,0.6811594202898551,0.1327683615819209,354,0.0,0.0,0.0,354,0.022099447513812154,0.5,0.011299435028248588,354,0.4991452991452991,0.6320346320346321,0.4124293785310734,354,0.6816816816816816,0.7275641025641025,0.6412429378531074,354,0.14910025706940874,0.8285714285714286,0.08192090395480225,354,0.540447504302926,0.6916299559471366,0.4435028248587571,354,0.08533333333333333,0.7619047619047619,0.04519774011299435,354,0.20769230769230773,0.3253012048192771,0.15254237288135594,354,0.24000000000000002,0.13719142047753946,0.9576271186440678,354,0.26477220529609913,0.5285356926608733,0.28785310734463276,3540,0.2647722052960991,0.5285356926608734,0.28785310734463276,3540,0.28785310734463276
21,c4resnet50,0.02168021680216802,0.26666666666666666,0.011299435028248588,354,0.0,0.0,0.0,354,0.0,0.0,0.0,354,0.0,0.0,0.0,354,0.005633802816901409,1.0,0.002824858757062147,354,0.0,0.0,0.0,354,0.04931506849315069,0.8181818181818182,0.025423728813559324,354,0.17857142857142858,0.9210526315789473,0.09887005649717515,354,0.1880194898251648,0.10462519936204147,0.9265536723163842,354,0.2960812772133527,0.3044776119402985,0.288135593220339,354,0.07393012837221662,0.3415003927729773,0.13531073446327682,3540,0.07393012837221663,0.3415003927729772,0.13531073446327685,3540,0.13531073446327685
22,d1resnet18,0.10823529411764705,0.323943661971831,0.06497175141242938,354,0.0,0.0,0.0,354,0.0,0.0,0.0,354,0.14536340852130325,0.6444444444444445,0.08192090395480225,354,0.1256544502617801,0.8571428571428571,0.06779661016949153,354,0.0,0.0,0.0,354,0.35325365205843295,0.2309027777777778,0.751412429378531,354,0.31929046563192903,0.7422680412371134,0.2033898305084746,354,0.14990859232175502,0.21243523316062177,0.11581920903954802,354,0.24523396880415949,0.14483111566018425,0.7994350282485876,354,0.14469398317170068,0.31559681313948296,0.20847457627118643,3540,0.1446939831717007,0.315596813139483,0.20847457627118643,3540,0.20847457627118643
23,d4resnet18,0.20389461626575028,0.17148362235067438,0.2514124293785311,354,0.0,0.0,0.0,354,0.23328380386329867,0.15826612903225806,0.4435028248587571,354,0.13612565445026176,0.9285714285714286,0.07344632768361582,354,0.6424682395644282,0.8984771573604061,0.5,354,0.0056179775280898875,0.5,0.002824858757062147,354,0.6220839813374804,0.6920415224913494,0.5649717514124294,354,0.096514745308311,0.9473684210526315,0.05084745762711865,354,0.2846846846846847,0.39303482587064675,0.2231638418079096,354,0.3497267759562841,0.22273781902552203,0.8135593220338984,354,0.2574400478958589,0.4911980925754917,0.2923728813559322,3540,0.2574400478958589,0.49119809257549174,0.2923728813559322,3540,0.2923728813559322
24,densenet121,0.02035623409669211,0.10256410256410256,0.011299435028248588,354,0.0,0.0,0.0,354,0.0,0.0,0.0,354,0.0,0.0,0.0,354,0.0,0.0,0.0,354,0.005602240896358544,0.3333333333333333,0.002824858757062147,354,0.19305019305019305,0.1773049645390071,0.211864406779661,354,0.20551207893841442,0.11682785299806576,0.8531073446327684,354,0.0,0.0,0.0,354,0.13744075829383887,0.11836734693877551,0.1638418079096045,354,0.05619615052754969,0.08483976003732843,0.12429378531073447,3540,0.056196150527549706,0.08483976003732843,0.12429378531073447,3540,0.12429378531073447
