,Model,barred spiral galaxies - f1-score,barred spiral galaxies - precision,barred spiral galaxies - recall,barred spiral galaxies - support,cigar shaped smooth galaxies - f1-score,cigar shaped smooth galaxies - precision,cigar shaped smooth galaxies - recall,cigar shaped smooth galaxies - support,disturbed galaxies - f1-score,disturbed galaxies - precision,disturbed galaxies - recall,disturbed galaxies - support,edge-on galaxies with bulge - f1-score,edge-on galaxies with bulge - precision,edge-on galaxies with bulge - recall,edge-on galaxies with bulge - support,edge-on galaxies without bulge - f1-score,edge-on galaxies without bulge - precision,edge-on galaxies without bulge - recall,edge-on galaxies without bulge - support,in-between round smooth galaxies - f1-score,in-between round smooth galaxies - precision,in-between round smooth galaxies - recall,in-between round smooth galaxies - support,merging galaxies - f1-score,merging galaxies - precision,merging galaxies - recall,merging galaxies - support,round smooth galaxies - f1-score,round smooth galaxies - precision,round smooth galaxies - recall,round smooth galaxies - support,unbarred loose spiral galaxies - f1-score,unbarred loose spiral galaxies - precision,unbarred loose spiral galaxies - recall,unbarred loose spiral galaxies - support,unbarred tight spiral galaxies - f1-score,unbarred tight spiral galaxies - precision,unbarred tight spiral galaxies - recall,unbarred tight spiral galaxies - support,macro avg - f1-score,macro avg - precision,macro avg - recall,macro avg - support,weighted avg - f1-score,weighted avg - precision,weighted avg - recall,weighted avg - support,Accuracy
10,WRN16d1d1d1,0.8494318181818181,0.8542857142857143,0.844632768361582,354,0.8392036753445634,0.9163879598662207,0.7740112994350282,354,0.4751552795031056,0.5275862068965518,0.4322033898305085,354,0.8907103825136612,0.8624338624338624,0.9209039548022598,354,0.8777173913043479,0.8455497382198953,0.9124293785310734,354,0.8316831683168316,0.8328611898016998,0.8305084745762712,354,0.8379204892966361,0.9133333333333333,0.7740112994350282,354,0.8825214899713467,0.8953488372093024,0.8700564971751412,354,0.5980284775465499,0.4883720930232558,0.7711864406779662,354,0.7323943661971831,0.8210526315789474,0.6610169491525424,354,0.7814766538176043,0.7957211566648783,0.77909604519774,3540,0.7814766538176044,0.7957211566648783,0.7790960451977401,3540,0.7790960451977401
11,WRN16d8d4d1,0.8486416558861578,0.7828162291169452,0.9265536723163842,354,0.7314487632508834,0.9764150943396226,0.5847457627118644,354,0.3512396694214876,0.6538461538461539,0.2401129943502825,354,0.9193083573487031,0.9382352941176471,0.9011299435028248,354,0.8869047619047619,0.9371069182389937,0.8418079096045198,354,0.8314028314028314,0.7635933806146572,0.9124293785310734,354,0.8593350383631714,0.7850467289719626,0.9491525423728814,354,0.8862629246676513,0.9287925696594427,0.847457627118644,354,0.6320645905420992,0.5341130604288499,0.7740112994350282,354,0.7588832487309645,0.6889400921658986,0.844632768361582,354,0.7705491841518711,0.7988905521500175,0.7822033898305085,3540,0.7705491841518713,0.7988905521500173,0.7822033898305085,3540,0.7822033898305085
12,WRN16d8d4d4,0.8914956011730205,0.926829268292683,0.8587570621468926,354,0.906158357771261,0.9420731707317073,0.8728813559322034,354,0.4807881773399015,0.3691376701966717,0.6892655367231638,354,0.8629921259842519,0.9750889679715302,0.7740112994350282,354,0.9267605633802817,0.9241573033707865,0.9293785310734464,354,0.8364197530864199,0.9217687074829932,0.7655367231638418,354,0.9023668639053254,0.9472049689440993,0.8615819209039548,354,0.72663139329806,0.9671361502347418,0.5819209039548022,354,0.6702586206896552,0.5418118466898955,0.8785310734463276,354,0.659217877094972,0.9672131147540983,0.5,354,0.7863089333723149,0.8482421168669207,0.7711864406779662,3540,0.7863089333723149,0.8482421168669207,0.7711864406779662,3540,0.7711864406779662
13,WRN28_10_c8c4c1,0.8690958164642375,0.8320413436692506,0.9096045197740112,354,0.8888888888888887,0.9487179487179487,0.8361581920903954,354,0.46950092421441775,0.679144385026738,0.3587570621468927,354,0.9007194244604316,0.9178885630498533,0.884180790960452,354,0.8963585434173669,0.8888888888888888,0.903954802259887,354,0.8717948717948718,0.7981220657276995,0.96045197740113,354,0.8748241912798875,0.8711484593837535,0.8785310734463276,354,0.908344733242134,0.8806366047745358,0.9378531073446328,354,0.6698911729141475,0.5856236786469344,0.7824858757062146,354,0.7922848664688428,0.834375,0.7542372881355932,354,0.8141703433145226,0.8236586937885603,0.8206214689265536,3540,0.8141703433145225,0.8236586937885603,0.8206214689265536,3540,0.8206214689265536
14,WRN28_10_d1d1d1,0.8575418994413407,0.8480662983425414,0.867231638418079,354,0.8862275449101796,0.9426751592356688,0.8361581920903954,354,0.42570281124497994,0.7361111111111112,0.2994350282485876,354,0.9188405797101449,0.9434523809523809,0.8954802259887006,354,0.9024390243902438,0.8671875,0.940677966101695,354,0.8728702490170381,0.8141809290953546,0.940677966101695,354,0.8755364806866952,0.8869565217391304,0.864406779661017,354,0.9030470914127424,0.8858695652173914,0.9209039548022598,354,0.64075382803298,0.5494949494949495,0.768361581920904,354,0.7734056987788333,0.7441253263707572,0.8050847457627118,354,0.8056365207625177,0.8218119741559284,0.8138418079096045,3540,0.8056365207625178,0.8218119741559284,0.8138418079096045,3540,0.8138418079096045
15,WRN28_10_d8d4d1,0.9153952843273232,0.8991825613079019,0.9322033898305084,354,0.8813056379821957,0.928125,0.8389830508474576,354,0.5289514866979655,0.5929824561403508,0.4774011299435028,354,0.9283667621776504,0.9418604651162791,0.9152542372881356,354,0.9226441631504922,0.9187675070028011,0.9265536723163842,354,0.8756906077348067,0.8567567567567568,0.8954802259887006,354,0.9232995658465991,0.9465875370919882,0.9011299435028248,354,0.909344490934449,0.8980716253443526,0.9209039548022598,354,0.6977829638273046,0.5944333996023857,0.844632768361582,354,0.808641975308642,0.891156462585034,0.7401129943502824,354,0.8391422937987428,0.846792377094785,0.8392655367231638,3540,0.8391422937987427,0.846792377094785,0.8392655367231638,3540,0.8392655367231638
16,WRN28_7_d8d4d1,0.9028727770177838,0.8753315649867374,0.9322033898305084,354,0.8844984802431611,0.9572368421052632,0.8220338983050848,354,0.5993788819875777,0.6655172413793103,0.5451977401129944,354,0.925,0.9098360655737705,0.940677966101695,354,0.9080622347949081,0.9093484419263456,0.9067796610169492,354,0.8909574468085106,0.8417085427135679,0.9463276836158192,354,0.9154929577464789,0.9129213483146067,0.9180790960451978,354,0.9181286549707602,0.9515151515151515,0.8870056497175142,354,0.7403462050599201,0.7002518891687658,0.7853107344632768,354,0.8215767634854773,0.8048780487804879,0.8389830508474576,354,0.8506314402114578,0.8528545136464005,0.8522598870056497,3540,0.8506314402114578,0.8528545136464007,0.8522598870056497,3540,0.8522598870056497
17,WRN50_2,0.8099173553719008,0.7903225806451613,0.8305084745762712,354,0.8405365126676603,0.889589905362776,0.7966101694915254,354,0.43738977072310403,0.5821596244131455,0.3502824858757062,354,0.8593040847201211,0.9250814332247557,0.8022598870056498,354,0.8794326241134752,0.8831908831908832,0.8757062146892656,354,0.8616600790513833,0.8074074074074075,0.923728813559322,354,0.811715481171548,0.8016528925619835,0.8220338983050848,354,0.8743169398907104,0.8465608465608465,0.903954802259887,354,0.5924170616113745,0.5102040816326531,0.7062146892655368,354,0.7191977077363897,0.7296511627906976,0.7090395480225988,354,0.7685887617057667,0.776582081779031,0.7720338983050847,3540,0.7685887617057667,0.776582081779031,0.7720338983050847,3540,0.7720338983050847
18,c1resnet18,0.7908232118758435,0.7571059431524548,0.827683615819209,354,0.8075117370892019,0.9052631578947369,0.7288135593220338,354,0.30472103004291845,0.6339285714285714,0.20056497175141244,354,0.8708791208791209,0.8475935828877005,0.8954802259887006,354,0.8798882681564247,0.8701657458563536,0.8898305084745762,354,0.8224776500638569,0.7505827505827506,0.9096045197740112,354,0.7832167832167832,0.775623268698061,0.7909604519774012,354,0.859504132231405,0.8387096774193549,0.8813559322033898,354,0.5647607934655776,0.48111332007952284,0.6836158192090396,354,0.693935119887165,0.6929577464788732,0.6949152542372882,354,0.7377717846908297,0.755304376447838,0.7502824858757062,3540,0.7377717846908297,0.755304376447838,0.7502824858757062,3540,0.7502824858757062
19,c2resnet50,0.8388814913448734,0.7934508816120907,0.8898305084745762,354,0.8108108108108109,0.9272727272727272,0.7203389830508474,354,0.3278688524590164,0.5970149253731343,0.22598870056497175,354,0.8552097428958051,0.8207792207792208,0.8926553672316384,354,0.8876404494382022,0.88268156424581,0.8926553672316384,354,0.8469656992084432,0.7945544554455446,0.9067796610169492,354,0.8314285714285714,0.8410404624277457,0.8220338983050848,354,0.8901098901098901,0.8663101604278075,0.9152542372881356,354,0.607021517553794,0.5066162570888468,0.7570621468926554,354,0.7572254335260116,0.7751479289940828,0.7401129943502824,354,0.7653162458775418,0.780486858366701,0.7762711864406779,3540,0.7653162458775419,0.7804868583667011,0.7762711864406779,3540,0.7762711864406779
20,c4resnet18,0.8901569186875891,0.899135446685879,0.8813559322033898,354,0.8902077151335311,0.9375,0.847457627118644,354,0.5172413793103448,0.8035714285714286,0.3813559322033898,354,0.9116022099447514,0.8918918918918919,0.9322033898305084,354,0.9246088193456615,0.9312320916905444,0.9180790960451978,354,0.8618925831202046,0.7873831775700935,0.9519774011299436,354,0.9230769230769231,0.9141274238227147,0.9322033898305084,354,0.8936170212765957,0.8442211055276382,0.9491525423728814,354,0.6748768472906405,0.5982532751091703,0.7740112994350282,354,0.7884892086330935,0.8035190615835777,0.7740112994350282,354,0.8275769625819335,0.8410834902452938,0.834180790960452,3540,0.8275769625819335,0.8410834902452937,0.834180790960452,3540,0.834180790960452
21,c4resnet50,0.8933143669985775,0.8997134670487106,0.8870056497175142,354,0.8902255639097744,0.9517684887459807,0.8361581920903954,354,0.5853658536585366,0.7636363636363637,0.4745762711864407,354,0.9279778393351801,0.9103260869565217,0.9463276836158192,354,0.9235127478753541,0.9261363636363636,0.9209039548022598,354,0.8847682119205298,0.8329177057356608,0.943502824858757,354,0.9068150208623087,0.8931506849315068,0.9209039548022598,354,0.9203296703296704,0.8957219251336899,0.9463276836158192,354,0.676470588235294,0.5974025974025974,0.7796610169491526,354,0.8005780346820809,0.8195266272189349,0.7824858757062146,354,0.8409357897807306,0.8490300310446329,0.8437853107344633,3540,0.8409357897807307,0.849030031044633,0.8437853107344633,3540,0.8437853107344633
22,d1resnet18,0.8456189151599444,0.8328767123287671,0.8587570621468926,354,0.8198757763975155,0.9103448275862069,0.7457627118644068,354,0.434108527131783,0.691358024691358,0.3163841807909605,354,0.8898186889818688,0.8787878787878788,0.9011299435028248,354,0.8835227272727273,0.8885714285714286,0.8785310734463276,354,0.8352490421455938,0.7622377622377622,0.923728813559322,354,0.8351648351648351,0.8128342245989305,0.8587570621468926,354,0.8837837837837837,0.8471502590673575,0.923728813559322,354,0.6219354838709678,0.5724465558194775,0.6807909604519774,354,0.740053050397878,0.6975,0.788135593220339,354,0.7789130830306898,0.7894107673689168,0.7875706214689266,3540,0.7789130830306897,0.7894107673689167,0.7875706214689265,3540,0.7875706214689265
23,d4resnet18,0.900976290097629,0.8898071625344353,0.9124293785310734,354,0.9071856287425151,0.964968152866242,0.8559322033898306,354,0.5709219858156028,0.7666666666666667,0.4548022598870056,354,0.9312762973352033,0.924791086350975,0.9378531073446328,354,0.9144460028050491,0.9080779944289693,0.9209039548022598,354,0.8998699609882964,0.8337349397590361,0.9774011299435028,354,0.9033149171270718,0.8837837837837837,0.923728813559322,354,0.9218106995884775,0.896,0.9491525423728814,354,0.7213114754098361,0.6514806378132119,0.807909604519774,354,0.8260869565217391,0.8482142857142857,0.8050847457627118,354,0.8497200214431422,0.8567524709917604,0.8545197740112995,3540,0.8497200214431421,0.8567524709917606,0.8545197740112994,3540,0.8545197740112994
24,densenet121,0.8162692847124825,0.8105849582172702,0.8220338983050848,354,0.8514548238897396,0.9297658862876255,0.7853107344632768,354,0.4125,0.7857142857142857,0.2796610169491525,354,0.8910344827586206,0.8706199460916442,0.9124293785310734,354,0.8933717579250722,0.9117647058823529,0.8757062146892656,354,0.8423707440100883,0.7608200455580866,0.943502824858757,354,0.8692098092643051,0.8394736842105263,0.9011299435028248,354,0.899182561307902,0.868421052631579,0.9322033898305084,354,0.6065573770491803,0.518,0.731638418079096,354,0.7714285714285715,0.7803468208092486,0.7627118644067796,354,0.7853379412345962,0.8075511385402618,0.7946327683615819,3540,0.7853379412345962,0.807551138540262,0.7946327683615819,3540,0.7946327683615819
